graph_id,scenario_id,method,N,epsilon,missing_edge_MAE,E_c,E_w,E_x,S_hat,S_star,D_X,B_w,B_x,ratio_w,ratio_x,zero_bound_w_exact,zero_bound_x_exact,bound_w_satisfied,bound_x_satisfied
6,C006_R003,Raw-GAT,10,0.01,0.17505946307121278,4.01102131162992,0.07088030657094634,0.0016390118384592492,40.99528463695484,44.22627798591225,0.1406891778152195,0.1813863383623457,0.01275954740555581,0.3907698187795851,0.12845375986812702,False,False,True,True
6,C006_R003,GlobalMean,10,0.01,0.17925101721881193,4.139875313030426,0.07353583439349252,0.0016957228094562928,40.86834054807875,44.22627798591225,0.1406891778152195,0.1872133718487065,0.013169447680704742,0.39279157074805177,0.1287618775342254,False,False,True,True
6,C006_R003,NodeMean,10,0.01,0.1503849806886972,3.4748233553640557,0.07426790881374466,0.0017657571777827442,41.54356462669767,44.22627798591225,0.1406891778152195,0.1571384033931555,0.011053836388289674,0.4726273604036094,0.15974156987282442,False,False,True,True
6,C006_R003,GAT+Refinement,10,0.01,0.17505946307121278,3.580298729192699,0.06040473078585466,0.0014767395117960616,41.312021767038594,44.22627798591225,0.1406891778152195,0.1619082089762634,0.01138936640120262,0.373080099939283,0.12965949639131205,False,False,True,True
7,C007_R001,Raw-GAT,10,0.01,0.12940882390928127,1.2441034396506208,0.03150180143427919,0.0013913490610816283,38.70226145298931,37.95813182336312,0.41069804406859634,0.06429099452815194,0.013202092851968416,0.48998777613379557,0.1053885226139869,False,False,True,True
7,C007_R001,GlobalMean,10,0.01,0.13613886302918493,1.3227429501581747,0.030135925969377364,0.0012972384022560287,38.80706294138734,37.95813182336312,0.41069804406859634,0.06817021696055656,0.013998687384716215,0.44206879944087724,0.09266857431735745,False,False,True,True
7,C007_R001,NodeMean,10,0.01,0.16701203404805898,2.0878002447872896,0.05040731015768189,0.008284862215297744,39.81781906832093,37.95813182336312,0.41069804406859634,0.10486763432246063,0.02153446615116769,0.48067557243336817,0.3847256838010123,False,False,True,True
7,C007_R001,GAT+Refinement,10,0.01,0.12940882390928127,1.7726603567885988,0.038412897999478154,0.004780789855072634,39.46240488309136,37.95813182336312,0.41069804406859634,0.08984046269051073,0.01844865115260523,0.42756790035471914,0.259140346658759,False,False,True,True
8,C008_R002,Raw-GAT,10,0.01,0.12887998445210852,1.6861190050137451,0.03258513939694038,0.005737182460822714,47.23693868578791,46.34349643276036,0.5536896765949609,0.07138985090585663,0.019763911730113118,0.45643938155734665,0.2902857763770167,False,False,True,True
8,C008_R002,GlobalMean,10,0.01,0.13324690867280495,1.7467359353665057,0.033745531603012385,0.005452909626930655,47.434276259815704,46.34349643276036,0.5536896765949609,0.07364868078935004,0.020389257123950368,0.4581960089622156,0.26744032868786377,False,False,True,True
8,C008_R002,NodeMean,10,0.01,0.12946817221471538,1.4316886414236016,0.025891589932039147,0.005959869467143622,47.593258560061564,46.34349643276036,0.5536896765949609,0.06016350570393681,0.016655956008015928,0.43035374400306803,0.35782211866285824,False,False,True,True
8,C008_R002,GAT+Refinement,10,0.01,0.12887998445210852,1.3940868214761872,0.025471984639538925,0.006124323635704833,47.03384994088554,46.34349643276036,0.5536896765949609,0.05928014922139456,0.01641140332544749,0.42968826789568765,0.3731748903037724,False,False,True,True
9,C009_R004,Raw-GAT,10,0.01,0.13640284830558497,3.3788201589910205,0.07362677512333095,0.0012759163822907902,44.427941427958785,42.94253713664816,0.4083668287343614,0.1521033858599943,0.031056988661702388,0.4840574370323468,0.04108306816829842,False,False,True,True
9,C009_R004,GlobalMean,10,0.01,0.12095653943936463,2.849904486815878,0.06421689128964177,0.0013539050966087825,43.76260134085699,42.94253713664816,0.4083668287343614,0.13024383375287119,0.026593630675932695,0.4930512980099231,0.050910878364347226,False,False,True,True
9,C009_R004,NodeMean,10,0.01,0.14533748860957318,3.3855206718948017,0.08221672305015197,0.0011349494486023886,42.67574176597637,42.94253713664816,0.4083668287343614,0.15767678845437938,0.03219498503306684,0.5214256572326099,0.03525236764162817,False,False,True,True
9,C009_R004,GAT+Refinement,10,0.01,0.13640284830558497,2.6677203822492523,0.0588423318763418,0.0009308751104566681,43.292139815156,42.94253713664816,0.4083668287343614,0.12324271304858528,0.02516411794613484,0.47745079948982233,0.0369921613167311,False,False,True,True
10,C010_R002,Raw-GAT,10,0.01,0.14256780164094374,3.2264622009338297,0.06830326360941932,0.0032191348321275177,49.16143085861264,47.77084179721748,0.3501484568483706,0.13125989803726726,0.0229802253719118,0.5203665752507799,0.14008282251496942,False,False,True,True
10,C010_R002,GlobalMean,10,0.01,0.1467293911283984,3.083505457027405,0.06475649340403233,0.003584427955126845,48.10582381521033,47.77084179721748,0.3501484568483706,0.1281967634052843,0.02244394943965798,0.5051336062152335,0.15970575788204358,False,False,True,True
10,C010_R002,NodeMean,10,0.01,0.16053509679549996,3.206628501801625,0.06703141637296886,0.005775319928335843,47.60775532080944,47.77084179721748,0.3501484568483706,0.13425044990471163,0.02350379393266713,0.4993012419738367,0.24571862503903769,False,False,True,True
10,C010_R002,GAT+Refinement,10,0.01,0.14256780164094374,3.045693761779877,0.06356384050132668,0.004064951993581767,47.47368952021859,47.77084179721748,0.3501484568483706,0.1275126686989753,0.022324182086781864,0.498490394326109,0.18208738746977982,False,False,True,True
11,C011_R004,Raw-GAT,10,0.01,0.1459885254248304,2.6477818695130395,0.053451383588932255,0.0021280565019559158,47.66552088501924,48.458865677268754,0.14090318994441597,0.10927956453405263,0.007698919619292341,0.4891251517778171,0.2764097571071303,False,False,True,True
11,C011_R004,GlobalMean,10,0.01,0.1469289730440148,2.6142027846366656,0.05489422143963971,0.001735094286467476,49.10413782007679,48.458865677268754,0.14090318994441597,0.10647586540325402,0.007501394543705386,0.5155555320610907,0.23130289659586542,False,False,True,True
11,C011_R004,NodeMean,10,0.01,0.1491700891459946,3.2603604030793187,0.060640271570379115,0.0009982544852600282,50.09635100489661,48.458865677268754,0.14090318994441597,0.13016358827255256,0.009170232401107115,0.4658773807264981,0.10885814465721826,False,False,True,True
11,C011_R004,GAT+Refinement,10,0.01,0.1459885254248304,1.693329863714379,0.03299338424886175,0.0010416389250664608,47.8332570194378,48.458865677268754,0.14090318994441597,0.06988730916616118,0.004923672399071866,0.47209407033282746,0.21155731751422258,False,False,True,True
12,C012_R002,Raw-GAT,10,0.01,0.13293674671685232,5.340311331187599,0.1408812393803353,0.004616830856326263,37.8418270096054,38.47140432585252,0.3050720542015159,0.27762497495309507,0.04234781070329255,0.5074516059087886,0.10902171280290775,False,False,True,True
12,C012_R002,GlobalMean,10,0.01,0.14230799458574722,5.319187627659045,0.1392739114501997,0.01160685648474239,39.0217583052492,38.47140432585252,0.3050720542015159,0.27262675280029647,0.041585401753537664,0.510859297628139,0.27910891792105863,False,False,True,True
12,C012_R002,NodeMean,10,0.01,0.13559921499871977,5.537952026030555,0.12873211019639094,0.008729187576070753,40.52282590317926,38.47140432585252,0.3050720542015159,0.27332506569321313,0.04169191962789641,0.470985380978132,0.20937360654005438,False,False,True,True
12,C012_R002,GAT+Refinement,10,0.01,0.13293674671685232,3.850834354858575,0.09098738940880348,0.004076180386963001,40.339111933559764,38.47140432585252,0.3050720542015159,0.1909231101171024,0.029122652698983325,0.4765656150949799,0.13996597181908849,False,False,True,True
13,C013_R001,Raw-GAT,10,0.01,0.1605458383030221,5.282050294082259,0.13970606721230575,0.022034316843020808,37.516479733969,37.80908909821413,0.4877511236257191,0.2794063766181424,0.0681403870718449,0.5000103036418474,0.32336647603408203,False,False,True,True
13,C013_R001,GlobalMean,10,0.01,0.15753882740058145,4.920099406363864,0.12992469723742617,0.016326456690008772,36.98385351842947,37.80908909821413,0.4877511236257191,0.2602601397554568,0.06347108780035536,0.49921089475900843,0.25722667210876704,False,False,True,True
13,C013_R001,NodeMean,10,0.01,0.1736824287611459,4.960550674921159,0.13466164669292846,0.024212421500575565,37.08990617478616,37.80908909821413,0.4877511236257191,0.262399904003795,0.06399292400856592,0.5131924388622524,0.3783609184248958,False,False,True,True
13,C013_R001,GAT+Refinement,10,0.01,0.1605458383030221,5.117529571078139,0.13547111441821208,0.021047779041481623,38.976552579249194,37.80908909821413,0.4877511236257191,0.2625952903696604,0.06404057396831192,0.5158931610216878,0.3286631854969996,False,False,True,True
14,C014_R003,Raw-GAT,10,0.01,0.15588350857798508,3.2400066906827925,0.07620541595892692,0.0032401791220578713,43.02602302886625,44.10820731882178,0.3689278040487351,0.1469117376393677,0.027099912378137917,0.5187156396311405,0.11956419182638367,False,False,True,True
14,C014_R003,GlobalMean,10,0.01,0.1574134945472014,3.4699451048555874,0.07792673648105818,0.003861386490555357,42.96751037482371,44.10820731882178,0.3689278040487351,0.15733784326233083,0.029023152504267888,0.4952828567195383,0.133045040161903,False,False,True,True
14,C014_R003,NodeMean,10,0.01,0.17952171182036258,6.717573935988271,0.1615864211296371,0.00788459039925315,41.44047237997051,44.10820731882178,0.3689278040487351,0.30459519188492423,0.0561868176329541,0.5304956395722894,0.14032811843447,False,False,True,True
14,C014_R003,GAT+Refinement,10,0.01,0.15588350857798508,4.141630230072886,0.09654751970600901,0.002650307057053221,42.787843632775775,44.10820731882178,0.3689278040487351,0.18779408558305094,0.034641229803747606,0.5141137400906663,0.07650730277383229,False,False,True,True
15,C015_R001,Raw-GAT,10,0.01,0.1879954616545023,5.153888812594884,0.11583693855848018,0.009778402343337834,44.48610090924425,44.494412805543654,0.34306821479900845,0.23166453887678903,0.039738369892347754,0.5000201546603045,0.2460695385801625,False,False,True,True
15,C015_R001,GlobalMean,10,0.01,0.18796886276650684,4.35114894347706,0.09544481557535352,0.007869275312821028,43.717480598716,44.494412805543654,0.34306821479900845,0.1955818121476565,0.033548951570325766,0.4880045569027476,0.23456099056703297,False,False,True,True
15,C015_R001,NodeMean,10,0.01,0.19132439817901703,4.8369375348571,0.11781029314073492,0.005761039233745553,46.02006577334349,44.494412805543654,0.34306821479900845,0.2102099357562775,0.03605817369646019,0.5604411262335717,0.15977068839487873,False,False,True,True
15,C015_R001,GAT+Refinement,10,0.01,0.1879954616545023,3.987422450930403,0.08974679040046359,0.0070625089366715575,44.24067763667376,44.494412805543654,0.34306821479900845,0.17923250131906904,0.030744487130746973,0.5007283262799345,0.22971627097361716,False,False,True,True
16,C016_R002,Raw-GAT,10,0.01,0.15884004976835667,3.578424248346729,0.05889167914618164,0.00164255938627428,43.279432724499664,46.44069097639858,0.16606260284533036,0.1541072784711711,0.012795727890166409,0.3821472920060588,0.12836779590605363,False,False,True,True
16,C016_R002,GlobalMean,10,0.01,0.1399596861911879,2.8070843952898104,0.06003283993439536,0.0013810773489194475,45.07830868417871,46.44069097639858,0.16606260284533036,0.12088900213463175,0.010037571174925822,0.49659471808310524,0.13759079012753836,False,False,True,True
16,C016_R002,NodeMean,10,0.01,0.13221349256700823,2.5466581289955688,0.053203173859239825,0.0009481709682833452,45.98907447416989,46.44069097639858,0.16606260284533036,0.10967356753110305,0.009106339043774043,0.485104798329384,0.1041220806435496,False,False,True,True
16,C016_R002,GAT+Refinement,10,0.01,0.15884004976835667,2.4757283443191453,0.052374637060380966,0.0007926411495151701,44.976969005909986,46.44069097639858,0.16606260284533036,0.10661892802487906,0.008852708350195177,0.491232073240875,0.08953657097465484,False,False,True,True
17,C017_R004,Raw-GAT,10,0.01,0.17706625143766244,2.1039614840809597,0.04209059942811402,0.005567518372627057,41.233553810288825,42.342798318259796,0.35173815920796203,0.09937753609324648,0.017477435806030665,0.4235423928061588,0.3185546457968371,False,False,True,True
17,C017_R004,GlobalMean,10,0.01,0.1532446696294666,2.34328810651307,0.055761670015958636,0.005271848197671997,42.60198539860236,42.342798318259796,0.35173815920796203,0.11000839911981879,0.019347075901909924,0.5068855693029786,0.2724881126429842,False,False,True,True
17,C017_R004,NodeMean,10,0.01,0.14832521502941667,2.0926496877040455,0.04416099912857392,0.002841917101063274,43.82160533727722,42.342798318259796,0.35173815920796203,0.09550766894995129,0.016796845833349647,0.4623817083392071,0.1691934979495216,False,False,True,True
17,C017_R004,GAT+Refinement,10,0.01,0.17706625143766244,1.4974437543170085,0.03551442907701517,0.001618212753930908,42.48036843284853,42.342798318259796,0.35173815920796203,0.07050050691928979,0.012398859263509589,0.5037471449343295,0.13051303507358797,False,False,True,True
18,C018_R002,Raw-GAT,10,0.01,0.134213980674946,2.9017076389046172,0.05288832011554759,0.0042672297459930885,47.54886747908615,48.87104411155746,0.4101949662231234,0.11874956599171146,0.024355237105490327,0.4453769550554746,0.17520789173639947,False,False,True,True
18,C018_R002,GlobalMean,10,0.01,0.14195432809055505,3.060087513784205,0.05723768374916055,0.0047834895513206455,47.15416186809572,48.87104411155746,0.4101949662231234,0.1252311084984791,0.025684585160308967,0.4570564329857041,0.18623970453346828,False,False,True,True
18,C018_R002,NodeMean,10,0.01,0.14288461964944008,3.1814168781928354,0.06118847423498404,0.003908978607580209,47.1981356736642,48.87104411155746,0.4101949662231234,0.13019639486034496,0.026702952896055815,0.4699705725386467,0.14638750338946926,False,False,True,True
18,C018_R002,GAT+Refinement,10,0.01,0.134213980674946,3.365726363671696,0.06500576491915187,0.003413952178288344,46.74245581261364,48.87104411155746,0.4101949662231234,0.13773908148918548,0.028249938939530244,0.471948587258844,0.12084812592324538,False,False,True,True
19,C019_R001,Raw-GAT,10,0.01,0.14055749968094047,2.3274301912439666,0.04786208715148182,0.0023149528000787644,43.38674954428163,42.09014680868399,0.31918296418292313,0.10728760350523754,0.017122187653441947,0.44611013376904535,0.13520192903699468,False,False,True,True
19,C019_R001,GlobalMean,10,0.01,0.13660710209248642,2.7777185926880983,0.0632477331293925,0.0026912526420137897,43.35522201762152,42.09014680868399,0.31918296418292313,0.12813767123873143,0.020449680864737595,0.4935920289323548,0.13160364994519064,False,False,True,True
19,C019_R001,NodeMean,10,0.01,0.10130901458946732,1.9535546612044863,0.042264292398509075,0.0017921905757120223,43.447240097744036,42.09014680868399,0.31918296418292313,0.08992767581137671,0.014351691063778087,0.4699809265298752,0.12487661333759421,False,False,True,True
19,C019_R001,GAT+Refinement,10,0.01,0.14055749968094047,1.9977673489244316,0.04229604447385702,0.0020042135557622556,42.93704668118275,42.09014680868399,0.31918296418292313,0.0930556479004392,0.014850888765412296,0.45452420597952115,0.13495579876876238,False,False,True,True
20,C020_R001,Raw-GAT,10,0.01,0.1754217376269115,3.603513745657391,0.07824417792778228,0.004409590698523811,44.1707992279388,41.16917508362893,0.29605395431619114,0.1631627142203986,0.024152483370955817,0.47954692529869786,0.18257297317204632,False,False,True,True
20,C020_R001,GlobalMean,10,0.01,0.15251305470762658,3.039945289312127,0.06859585592267023,0.003947310626581118,42.86888983077343,41.16917508362893,0.29605395431619114,0.14182523976302752,0.020993961526843102,0.48366465685011667,0.18802123751317942,False,False,True,True
20,C020_R001,NodeMean,10,0.01,0.13740681346728978,2.8337174596396033,0.06764328599820409,0.0032208200813328247,42.201473788885714,41.16917508362893,0.29605395431619114,0.13429471557393327,0.01987924079471556,0.5036928348901742,0.1620192699808237,False,False,True,True
20,C020_R001,GAT+Refinement,10,0.01,0.1754217376269115,2.875937351904221,0.06814569304511368,0.0034667679102630814,42.730998710865066,41.16917508362893,0.29605395431619114,0.1346066059145473,0.01992540897904146,0.506258163053118,0.17398728999287297,False,False,True,True
