scenario_id,scenario_index,observation_ratio,observed_edge_count,structurally_missing_edge_count,Method,missing_edge_MAE,E_c,E_w,E_x,scenario_global_observed_edge_mean,node_mean_global_fallback_count,node_mean_values
C014_R003,13,0.4,36,54,NodeMean,0.17952171182036258,6.717573935988271,0.1615864211296371,0.00788459039925315,0.47630567083137443,0,"[0.5712950038024968,0.2809485059366841,0.2441355453974141,0.46695902307034404,0.4385791804357086,0.5689070056140713,0.4852288792316653,0.5160137998233463,0.4167845343226827,0.6045343423623093]"
C014_R003,13,0.4,36,54,ASGC,0.15588350857798508,4.141630230072886,0.096547519706009,0.0026503070570532256,0.47630567083137443,0,"[0.5712950038024968,0.2809485059366841,0.2441355453974141,0.46695902307034404,0.4385791804357086,0.5689070056140713,0.4852288792316653,0.5160137998233463,0.4167845343226827,0.6045343423623093]"
C015_R001,14,0.4,36,54,Raw-GAT,0.1879954616545023,5.153888812594884,0.1158369385584802,0.009778402343337884,0.4846386733190665,0,"[0.6374010924743829,0.6744026419420712,0.5395500722936397,0.6173298221902775,0.391342668645012,0.49452816595492666,0.4650967144479715,0.5829737557155645,0.3408388391526608,0.3587657575549918]"
C015_R001,14,0.4,36,54,GlobalMean,0.18796886276650684,4.35114894347706,0.09544481557535356,0.007869275312821094,0.4846386733190665,0,"[0.6374010924743829,0.6744026419420712,0.5395500722936397,0.6173298221902775,0.391342668645012,0.49452816595492666,0.4650967144479715,0.5829737557155645,0.3408388391526608,0.3587657575549918]"
C015_R001,14,0.4,36,54,NodeMean,0.19132439817901703,4.8369375348571,0.11781029314073506,0.005761039233745516,0.4846386733190665,0,"[0.6374010924743829,0.6744026419420712,0.5395500722936397,0.6173298221902775,0.391342668645012,0.49452816595492666,0.4650967144479715,0.5829737557155645,0.3408388391526608,0.3587657575549918]"
C015_R001,14,0.4,36,54,ASGC,0.1879954616545023,3.987422450930403,0.08974679040046361,0.007062508936671548,0.4846386733190665,0,"[0.6374010924743829,0.6744026419420712,0.5395500722936397,0.6173298221902775,0.391342668645012,0.49452816595492666,0.4650967144479715,0.5829737557155645,0.3408388391526608,0.3587657575549918]"
C016_R002,15,0.7,63,27,Raw-GAT,0.15884004976835667,3.578424248346729,0.058891679146181625,0.001642559386274273,0.4997589853797633,0,"[0.5609001103363896,0.49633632583030896,0.47700588658782817,0.5111388157637466,0.5764151222729769,0.5974818937492904,0.31964701890211483,0.49391006913515195,0.614167175757952,0.4517836343497835]"
C016_R002,15,0.7,63,27,GlobalMean,0.1399596861911879,2.8070843952898104,0.060032839934395385,0.0013810773489194208,0.4997589853797633,0,"[0.5609001103363896,0.49633632583030896,0.47700588658782817,0.5111388157637466,0.5764151222729769,0.5974818937492904,0.31964701890211483,0.49391006913515195,0.614167175757952,0.4517836343497835]"
C016_R002,15,0.7,63,27,NodeMean,0.13221349256700823,2.5466581289955688,0.05320317385923978,0.0009481709682833232,0.4997589853797633,0,"[0.5609001103363896,0.49633632583030896,0.47700588658782817,0.5111388157637466,0.5764151222729769,0.5974818937492904,0.31964701890211483,0.49391006913515195,0.614167175757952,0.4517836343497835]"
C016_R002,15,0.7,63,27,ASGC,0.15884004976835667,2.4757283443191453,0.052374637060380994,0.0007926411495151314,0.4997589853797633,0,"[0.5609001103363896,0.49633632583030896,0.47700588658782817,0.5111388157637466,0.5764151222729769,0.5974818937492904,0.31964701890211483,0.49391006913515195,0.614167175757952,0.4517836343497835]"
C017_R004,16,0.7,63,27,Raw-GAT,0.17706625143766244,2.1039614840809597,0.04209059942811404,0.005567518372627043,0.4722442822066929,0,"[0.44976078811495707,0.34493139797987055,0.49687898728711694,0.48547336574750494,0.6400848449114387,0.36061191895422917,0.6287851037741296,0.44378639851511403,0.5047364470184683,0.502906896283528]"
C017_R004,16,0.7,63,27,GlobalMean,0.1532446696294666,2.34328810651307,0.05576167001595861,0.005271848197671993,0.4722442822066929,0,"[0.44976078811495707,0.34493139797987055,0.49687898728711694,0.48547336574750494,0.6400848449114387,0.36061191895422917,0.6287851037741296,0.44378639851511403,0.5047364470184683,0.502906896283528]"
C017_R004,16,0.7,63,27,NodeMean,0.14832521502941667,2.0926496877040455,0.044160999128573936,0.002841917101063296,0.4722442822066929,0,"[0.44976078811495707,0.34493139797987055,0.49687898728711694,0.48547336574750494,0.6400848449114387,0.36061191895422917,0.6287851037741296,0.44378639851511403,0.5047364470184683,0.502906896283528]"
C017_R004,16,0.7,63,27,ASGC,0.17706625143766244,1.4974437543170085,0.03551442907701516,0.0016182127539309105,0.4722442822066929,0,"[0.44976078811495707,0.34493139797987055,0.49687898728711694,0.48547336574750494,0.6400848449114387,0.36061191895422917,0.6287851037741296,0.44378639851511403,0.5047364470184683,0.502906896283528]"
C018_R002,17,0.7,63,27,Raw-GAT,0.134213980674946,2.9017076389046172,0.05288832011554759,0.00426722974599309,0.5228240207566192,0,"[0.3595475301773237,0.3984257059788228,0.6104850813518201,0.4485725854552734,0.5256028245241428,0.6740028181832711,0.4794132740091509,0.7161986501682021,0.4712235290933437,0.5496541870213385]"
C018_R002,17,0.7,63,27,GlobalMean,0.14195432809055505,3.060087513784205,0.05723768374916058,0.0047834895513206264,0.5228240207566192,0,"[0.3595475301773237,0.3984257059788228,0.6104850813518201,0.4485725854552734,0.5256028245241428,0.6740028181832711,0.4794132740091509,0.7161986501682021,0.4712235290933437,0.5496541870213385]"
C018_R002,17,0.7,63,27,NodeMean,0.14288461964944008,3.1814168781928354,0.06118847423498404,0.003908978607580229,0.5228240207566192,0,"[0.3595475301773237,0.3984257059788228,0.6104850813518201,0.4485725854552734,0.5256028245241428,0.6740028181832711,0.4794132740091509,0.7161986501682021,0.4712235290933437,0.5496541870213385]"
C018_R002,17,0.7,63,27,ASGC,0.134213980674946,3.365726363671696,0.0650057649191519,0.0034139521782883485,0.5228240207566192,0,"[0.3595475301773237,0.3984257059788228,0.6104850813518201,0.4485725854552734,0.5256028245241428,0.6740028181832711,0.4794132740091509,0.7161986501682021,0.4712235290933437,0.5496541870213385]"
C019_R001,18,0.7,63,27,Raw-GAT,0.14055749968094047,2.3274301912439666,0.04786208715148179,0.0023149528000787427,0.48061357797357235,0,"[0.573644618369488,0.2962847447659643,0.39503100143267456,0.5814561040441575,0.44652673369712825,0.5545592029080393,0.3725661466223461,0.5701125202812312,0.5087344426555432,0.5174444960838755]"
C019_R001,18,0.7,63,27,GlobalMean,0.13660710209248642,2.7777185926880983,0.06324773312939247,0.002691252642013776,0.48061357797357235,0,"[0.573644618369488,0.2962847447659643,0.39503100143267456,0.5814561040441575,0.44652673369712825,0.5545592029080393,0.3725661466223461,0.5701125202812312,0.5087344426555432,0.5174444960838755]"
C019_R001,18,0.7,63,27,NodeMean,0.10130901458946732,1.9535546612044863,0.042264292398509054,0.0017921905757120199,0.48061357797357235,0,"[0.573644618369488,0.2962847447659643,0.39503100143267456,0.5814561040441575,0.44652673369712825,0.5545592029080393,0.3725661466223461,0.5701125202812312,0.5087344426555432,0.5174444960838755]"
C019_R001,18,0.7,63,27,ASGC,0.14055749968094047,1.9977673489244316,0.04229604447385702,0.0020042135557622417,0.48061357797357235,0,"[0.573644618369488,0.2962847447659643,0.39503100143267456,0.5814561040441575,0.44652673369712825,0.5545592029080393,0.3725661466223461,0.5701125202812312,0.5087344426555432,0.5174444960838755]"
C020_R001,19,0.7,63,27,Raw-GAT,0.1754217376269115,3.603513745657391,0.07824417792778228,0.004409590698523811,0.47520988700859357,0,"[0.5136031535198364,0.33804871400268666,0.3774645792564482,0.5384804204659063,0.3968570332148193,0.46540766406088246,0.5673195336245567,0.686667963433089,0.3359433898889735,0.4581490806312143]"
C020_R001,19,0.7,63,27,GlobalMean,0.15251305470762658,3.039945289312127,0.06859585592267023,0.003947310626581141,0.47520988700859357,0,"[0.5136031535198364,0.33804871400268666,0.3774645792564482,0.5384804204659063,0.3968570332148193,0.46540766406088246,0.5673195336245567,0.686667963433089,0.3359433898889735,0.4581490806312143]"
C020_R001,19,0.7,63,27,NodeMean,0.13740681346728978,2.8337174596396033,0.06764328599820409,0.0032208200813328247,0.47520988700859357,0,"[0.5136031535198364,0.33804871400268666,0.3774645792564482,0.5384804204659063,0.3968570332148193,0.46540766406088246,0.5673195336245567,0.686667963433089,0.3359433898889735,0.4581490806312143]"
C020_R001,19,0.7,63,27,ASGC,0.1754217376269115,2.7588827707673937,0.06529063852434001,0.003367335745149278,0.47520988700859357,0,"[0.5136031535198364,0.33804871400268666,0.3774645792564482,0.5384804204659063,0.3968570332148193,0.46540766406088246,0.5673195336245567,0.686667963433089,0.3359433898889735,0.4581490806312143]"
