base_graph_id,scenario_id,assessment_missing_rate,signal_profile,base_replicate_index,observation_ratio,observation_ratio_percent,observed_edge_count,missing_edge_count,Method,missing_edge_MAE,E_c,E_w,E_x,scenario_global_observed_edge_mean,node_mean_global_fallback_count,completed_edge_matrix_sha256,observation_mask_sha256
G03,ROB_G03_R40,0.1,two_camp_moderate,0,0.4,40,36,54,NodeMean,0.17740113104451202,6.7591385013352365,0.13675517623960107,0.012353268866078898,0.5397794555370535,0,8b577728a029da465ff16672bb43ae88b0a5df31e812a5971765621980c1b218,cbc042756813c17e5e30c7fc637b88d18eb2edbd5441b037824d88545be6b142
G03,ROB_G03_R40,0.1,two_camp_moderate,0,0.4,40,36,54,ASGC,0.1880192120776479,5.12236023215913,0.10912698394599792,0.010773720618647365,0.5397794555370535,0,d5c2e12b52c489659716a50dc7f0504a8dd5a9b0848dda7bd1538f5fa1657384,cbc042756813c17e5e30c7fc637b88d18eb2edbd5441b037824d88545be6b142
G03,ROB_G03_R55,0.1,two_camp_moderate,0,0.55,55,50,40,Raw-GAT,0.14685353719130978,3.3449911857415686,0.0638733692774826,0.008661200305663998,0.5479511306821147,0,e0edec4c739f4ce94d7e171b6a1f0f7aebff0367ccd04e38e2cb1229816268d9,6a9dfd2382f5a228f1052729e4e3b25b1666b3bb1906ff7a596c309e4f3e278f
G03,ROB_G03_R55,0.1,two_camp_moderate,0,0.55,55,50,40,GlobalMean,0.14620155196574408,2.91980426088831,0.06410246099337123,0.0056021547378285194,0.5479511306821147,0,436343d59b84d06b05794b23c945f53959416ef5ffbe8656561a1c9cdda7297f,6a9dfd2382f5a228f1052729e4e3b25b1666b3bb1906ff7a596c309e4f3e278f
G03,ROB_G03_R55,0.1,two_camp_moderate,0,0.55,55,50,40,NodeMean,0.18097923740756255,5.363015397153928,0.10029445784523329,0.009228605924397464,0.5479511306821147,0,9170dcb3bf3c30cbec705291280acb2851244efc9c47fd072c185863179b0a48,6a9dfd2382f5a228f1052729e4e3b25b1666b3bb1906ff7a596c309e4f3e278f
G03,ROB_G03_R55,0.1,two_camp_moderate,0,0.55,55,50,40,ASGC,0.14685353719130978,3.1381194264912207,0.07131967789341619,0.0076154386031081,0.5479511306821147,0,e0edec4c739f4ce94d7e171b6a1f0f7aebff0367ccd04e38e2cb1229816268d9,6a9dfd2382f5a228f1052729e4e3b25b1666b3bb1906ff7a596c309e4f3e278f
G03,ROB_G03_R70,0.1,two_camp_moderate,0,0.7,70,63,27,Raw-GAT,0.13112881886015273,2.250698559539121,0.053032446526497246,0.00677326981441199,0.542524677054503,0,44af0589a7b06b61ae3bac1ddd9b91ca06bb6a32f3cb22cddfe47d22654b58af,2b3f1b0aa98cd361766b9fc1f0408603df05f4549569cbb9000ed2fb70fd7019
G03,ROB_G03_R70,0.1,two_camp_moderate,0,0.7,70,63,27,GlobalMean,0.1492146554648519,2.645872150371922,0.04851837090069225,0.004403737497411484,0.542524677054503,0,16bc07a9a1e52933fcbba829208b3c8db4941a759d44b2de3ff6a648b4178735,2b3f1b0aa98cd361766b9fc1f0408603df05f4549569cbb9000ed2fb70fd7019
G03,ROB_G03_R70,0.1,two_camp_moderate,0,0.7,70,63,27,NodeMean,0.16737303011261417,3.0801521836512715,0.06054244176252872,0.005054601758864906,0.542524677054503,0,ab6c1ade04530d41db76954609f73935be30fe1b831d3bacf21d762ffd8218f0,2b3f1b0aa98cd361766b9fc1f0408603df05f4549569cbb9000ed2fb70fd7019
G03,ROB_G03_R70,0.1,two_camp_moderate,0,0.7,70,63,27,ASGC,0.13112881886015273,2.3396108093964054,0.043958822135450645,0.004382823057708975,0.542524677054503,0,44af0589a7b06b61ae3bac1ddd9b91ca06bb6a32f3cb22cddfe47d22654b58af,2b3f1b0aa98cd361766b9fc1f0408603df05f4549569cbb9000ed2fb70fd7019
G04,ROB_G04_R40,0.1,two_camp_moderate,1,0.4,40,36,54,Raw-GAT,0.17870775330180977,5.4739669726238995,0.11004788344662428,0.0028932667994866564,0.5138454631753883,0,81770895471b9f7aace1c06c68b6b92da8c0e78ea0773b06bb4d63c1d4c31378,ffe887dc50c1bcc20e419e0734641a6418704a2bc014aa9c58338f905ce609d8
G04,ROB_G04_R40,0.1,two_camp_moderate,1,0.4,40,36,54,GlobalMean,0.17025647301938918,5.224573882801094,0.11215822487739871,0.00296834721633291,0.5138454631753883,0,6e480915e590cf823fba49b4df3179d4a53ca94be0834534c5420e5270024834,ffe887dc50c1bcc20e419e0734641a6418704a2bc014aa9c58338f905ce609d8
G04,ROB_G04_R40,0.1,two_camp_moderate,1,0.4,40,36,54,NodeMean,0.17662884521425412,5.0023223750922465,0.09850193537324385,0.011184518802126347,0.5138454631753883,0,011b6170fb914064b2355cb607f0c6310bc19aaa8ff726f49f85ccd31e4ac64f,ffe887dc50c1bcc20e419e0734641a6418704a2bc014aa9c58338f905ce609d8
G04,ROB_G04_R40,0.1,two_camp_moderate,1,0.4,40,36,54,ASGC,0.17870775330180977,3.9214374480830294,0.09389848668473534,0.005842992908524462,0.5138454631753883,0,81770895471b9f7aace1c06c68b6b92da8c0e78ea0773b06bb4d63c1d4c31378,ffe887dc50c1bcc20e419e0734641a6418704a2bc014aa9c58338f905ce609d8
G04,ROB_G04_R55,0.1,two_camp_moderate,1,0.55,55,50,40,Raw-GAT,0.1879809511048945,4.6946637003960126,0.0981757428658246,0.0036789738778245456,0.4991899238442185,0,48f31a5c88443990eaebb4400c27bc919b3b298820dbe3ea7c3b9c0824290761,8638fe90de20bbb2502834c55d4c518d9203767b830ad1b8190d26eee3085325
G04,ROB_G04_R55,0.1,two_camp_moderate,1,0.55,55,50,40,GlobalMean,0.1840060968296593,4.477966563638757,0.09948306399755334,0.003822543647678378,0.4991899238442185,0,a4dba0a844c2889c753abc3762dea47cab4adf95f73ad294db20a993100f31e7,8638fe90de20bbb2502834c55d4c518d9203767b830ad1b8190d26eee3085325
G04,ROB_G04_R55,0.1,two_camp_moderate,1,0.55,55,50,40,NodeMean,0.1792064260554432,3.3568273199083474,0.08578935868626654,0.009359873017450145,0.4991899238442185,0,365e3e220b01636b150cde42c8f92d228b5745ef7366d370a2d6348719e696b1,8638fe90de20bbb2502834c55d4c518d9203767b830ad1b8190d26eee3085325
G04,ROB_G04_R55,0.1,two_camp_moderate,1,0.55,55,50,40,ASGC,0.1879809511048945,3.9814851029240015,0.08862518289126155,0.006796392856308738,0.4991899238442185,0,48f31a5c88443990eaebb4400c27bc919b3b298820dbe3ea7c3b9c0824290761,8638fe90de20bbb2502834c55d4c518d9203767b830ad1b8190d26eee3085325
G04,ROB_G04_R70,0.1,two_camp_moderate,1,0.7,70,63,27,Raw-GAT,0.1754750105905369,3.0661655567254464,0.06097049420027281,0.003297786086159311,0.4921249439759088,0,e0b3c4d8805295e04b14728819d362bbbe8e312928cad5e49f5f65eced9bd0b7,761fa5b8059a94317e9f45a37113fb2de77908132afa83e0e0af0741c7207bb4
G04,ROB_G04_R70,0.1,two_camp_moderate,1,0.7,70,63,27,GlobalMean,0.17177312080393564,2.9424118685899754,0.060979752151799155,0.0031949576343139746,0.4921249439759088,0,bf72a46446048cf474666679ff64663b09b4b9a64973d4b3520f15bf95f10569,761fa5b8059a94317e9f45a37113fb2de77908132afa83e0e0af0741c7207bb4
G04,ROB_G04_R70,0.1,two_camp_moderate,1,0.7,70,63,27,NodeMean,0.17600999692002914,2.2932066745479553,0.049343888895626624,0.002620322163026576,0.4921249439759088,0,40cc1b35f0f50fa347b5c540c115732a6e5dda43f5c215b6b0eb08962ab03706,761fa5b8059a94317e9f45a37113fb2de77908132afa83e0e0af0741c7207bb4
G04,ROB_G04_R70,0.1,two_camp_moderate,1,0.7,70,63,27,ASGC,0.1754750105905369,2.37722975734183,0.05322074400410296,0.00201658747292347,0.4921249439759088,0,e0b3c4d8805295e04b14728819d362bbbe8e312928cad5e49f5f65eced9bd0b7,761fa5b8059a94317e9f45a37113fb2de77908132afa83e0e0af0741c7207bb4
G05,ROB_G05_R40,0.1,two_camp_severe,0,0.4,40,36,54,Raw-GAT,0.16442245795180735,5.6603635065104,0.12040696370726506,0.013725683400289276,0.41364974376065433,0,502a5a1ac764fb10756e3cedf781222b1b77b3372a2539f22ae759aebaf02df4,f4b569f65bfac56554adcbf7374d251f88a9793a86f65a75d02d1a85d8dd77af
G05,ROB_G05_R40,0.1,two_camp_severe,0,0.4,40,36,54,GlobalMean,0.17469080762473552,6.757020420326292,0.11833890538219634,0.013821154263584469,0.41364974376065433,0,9171b716dad3e257a6ac6212e5c5cb9502c36a2d678dfe4730c1a7ef86e558e5,f4b569f65bfac56554adcbf7374d251f88a9793a86f65a75d02d1a85d8dd77af
G05,ROB_G05_R40,0.1,two_camp_severe,0,0.4,40,36,54,NodeMean,0.17024892325584517,6.388879337755155,0.16101124230587466,0.015219642462784547,0.41364974376065433,0,30df7f0e50f082a6c82d9b090e315126320ee32d95200e986bffd2bb39ce7c33,f4b569f65bfac56554adcbf7374d251f88a9793a86f65a75d02d1a85d8dd77af
G05,ROB_G05_R40,0.1,two_camp_severe,0,0.4,40,36,54,ASGC,0.16442245795180735,5.244819475393939,0.13299690847662965,0.014757847730833851,0.41364974376065433,0,502a5a1ac764fb10756e3cedf781222b1b77b3372a2539f22ae759aebaf02df4,f4b569f65bfac56554adcbf7374d251f88a9793a86f65a75d02d1a85d8dd77af
G05,ROB_G05_R55,0.1,two_camp_severe,0,0.55,55,50,40,Raw-GAT,0.22257847482168377,7.412230845578542,0.11265275707019684,0.013661307470314544,0.42123522495946775,0,4ea2c3b9ed8ee3496ee287763dd2d922affdda69cb84cf5c1238562dea7a5640,6ef5af336e834bf4f0fa7d64dc65bb78375ccf7f7eb9b1c62d0f62a3dd067dc9
G05,ROB_G05_R55,0.1,two_camp_severe,0,0.55,55,50,40,GlobalMean,0.18406060993376885,5.497813921173855,0.10507409262215256,0.01247615493554057,0.42123522495946775,0,b5e92f4fd91799b0279a82a8f72aa35ec3ae332709132774ed222ea63e9cc462,6ef5af336e834bf4f0fa7d64dc65bb78375ccf7f7eb9b1c62d0f62a3dd067dc9
G05,ROB_G05_R55,0.1,two_camp_severe,0,0.55,55,50,40,NodeMean,0.17380522011117852,4.621860273754148,0.11587168674857394,0.012511050824020044,0.42123522495946775,0,132332082c8f30be99d21583687cd37de11fccb5cfa90173e6adaa159b35101c,6ef5af336e834bf4f0fa7d64dc65bb78375ccf7f7eb9b1c62d0f62a3dd067dc9
G05,ROB_G05_R55,0.1,two_camp_severe,0,0.55,55,50,40,ASGC,0.22257847482168377,4.3916742880208215,0.10725412923440812,0.012547050294476454,0.42123522495946775,0,4ea2c3b9ed8ee3496ee287763dd2d922affdda69cb84cf5c1238562dea7a5640,6ef5af336e834bf4f0fa7d64dc65bb78375ccf7f7eb9b1c62d0f62a3dd067dc9
G05,ROB_G05_R70,0.1,two_camp_severe,0,0.7,70,63,27,Raw-GAT,0.17461180641552687,3.0896644464290257,0.07294952213034457,0.005504289085051638,0.445257296245295,0,de36bef2b4f71821d84b4d7b92558b52ff9452b21a859f7c65ec133bd701aa43,61768a600d404234299239926d1714d2ffe55af5a776b0b234dd0497b324b43a
G05,ROB_G05_R70,0.1,two_camp_severe,0,0.7,70,63,27,GlobalMean,0.179976995237604,3.0249249063609387,0.07136909250662649,0.004872989426420779,0.445257296245295,0,503276eb069bfe81430f4314eebce665fda14c47833b2320fe05960fb7927ec7,61768a600d404234299239926d1714d2ffe55af5a776b0b234dd0497b324b43a
G05,ROB_G05_R70,0.1,two_camp_severe,0,0.7,70,63,27,NodeMean,0.16198842938034821,2.1722563386581273,0.05320144214148513,0.001472872389981406,0.445257296245295,0,058002162e1ccdd3431f54a52ab440646de19390b26f6b166b85c41fb0f0598f,61768a600d404234299239926d1714d2ffe55af5a776b0b234dd0497b324b43a
G05,ROB_G05_R70,0.1,two_camp_severe,0,0.7,70,63,27,ASGC,0.17461180641552687,2.279529787881911,0.05877021333198923,0.002112876274371244,0.445257296245295,0,de36bef2b4f71821d84b4d7b92558b52ff9452b21a859f7c65ec133bd701aa43,61768a600d404234299239926d1714d2ffe55af5a776b0b234dd0497b324b43a
G06,ROB_G06_R40,0.1,two_camp_severe,1,0.4,40,36,54,Raw-GAT,0.14590809425363624,4.3459682153371535,0.08624455726679717,0.0167661106035415,0.48296121300754713,0,88bdad9712079221ab21b57d28bd7fdf11fdff8912cbebba0ddd44743d3349d1,b7abae576fc5e571f71358eaaf976c20b50660af1d50f25596cea1555939cdad
G06,ROB_G06_R40,0.1,two_camp_severe,1,0.4,40,36,54,GlobalMean,0.14260132285413238,4.514492417841677,0.09532830727429313,0.018161391671388107,0.48296121300754713,0,38720c761416f3f10a2ffe1abf64fcc66894d067c2ea84b133450e04d2c1a673,b7abae576fc5e571f71358eaaf976c20b50660af1d50f25596cea1555939cdad
G06,ROB_G06_R40,0.1,two_camp_severe,1,0.4,40,36,54,NodeMean,0.13059596462018103,3.382214459195576,0.07480451970297033,0.002673571076032765,0.48296121300754713,0,869f7883cf6991dd043b5d48d1412903d89479709934be0a3cff84d8a34194a5,b7abae576fc5e571f71358eaaf976c20b50660af1d50f25596cea1555939cdad
G06,ROB_G06_R40,0.1,two_camp_severe,1,0.4,40,36,54,ASGC,0.14590809425363624,3.615798657550926,0.06916190286908383,0.01051652165291588,0.48296121300754713,0,88bdad9712079221ab21b57d28bd7fdf11fdff8912cbebba0ddd44743d3349d1,b7abae576fc5e571f71358eaaf976c20b50660af1d50f25596cea1555939cdad
G06,ROB_G06_R55,0.1,two_camp_severe,1,0.55,55,50,40,Raw-GAT,0.14566967442814596,3.4697911979327793,0.07839534047946929,0.01671422810753716,0.476279775674481,0,6b94dec606d939d1db9dbc890fb96dc3acefb0d93b8a5e6f9eb972f68b04ebbf,699b1eaa31e227794f34c17f085840e73d043f0299f47bcd3e4c7cb84cd838f2
G06,ROB_G06_R55,0.1,two_camp_severe,1,0.55,55,50,40,GlobalMean,0.14843245568352348,4.08267530881972,0.07609260009342325,0.01538936606212545,0.476279775674481,0,51e0756c904217d92b46d4659fd6e95290d786191497e6286fc1d597eef8294d,699b1eaa31e227794f34c17f085840e73d043f0299f47bcd3e4c7cb84cd838f2
G06,ROB_G06_R55,0.1,two_camp_severe,1,0.55,55,50,40,NodeMean,0.1312620563975213,2.7739551777326583,0.05216620142311316,0.002375159019578943,0.476279775674481,0,c18a0793ae6bb7e2b55be47548e1851519dca554af7bd3efb3cc17715e71bbd8,699b1eaa31e227794f34c17f085840e73d043f0299f47bcd3e4c7cb84cd838f2
G06,ROB_G06_R55,0.1,two_camp_severe,1,0.55,55,50,40,ASGC,0.14566967442814596,3.0538656613083393,0.053615387162734375,0.009652866580035835,0.476279775674481,0,6b94dec606d939d1db9dbc890fb96dc3acefb0d93b8a5e6f9eb972f68b04ebbf,699b1eaa31e227794f34c17f085840e73d043f0299f47bcd3e4c7cb84cd838f2
G06,ROB_G06_R70,0.1,two_camp_severe,1,0.7,70,63,27,Raw-GAT,0.16183019519855324,2.6474947725723315,0.06318546452725346,0.012589834982203304,0.4997348326194841,0,e4814e8f87c33f6deaa9ecb7b53a56cba16338f6af3525cf7aa28caa90a69716,651b55081a21d91a315a4e071283ca983301c5aa9e53403bf78f0a04d9238c53
G06,ROB_G06_R70,0.1,two_camp_severe,1,0.7,70,63,27,GlobalMean,0.1611114236399363,2.9254953125197627,0.06797189893146456,0.015250799069685886,0.4997348326194841,0,959d983519c0b028e0686af170bccdc365c2c775b91aac68a103e493a75ed7a2,651b55081a21d91a315a4e071283ca983301c5aa9e53403bf78f0a04d9238c53
G06,ROB_G06_R70,0.1,two_camp_severe,1,0.7,70,63,27,NodeMean,0.1467975496321143,2.2791174844774265,0.051423184488234804,0.0036789499706996035,0.4997348326194841,0,99869e32f82e0bfe410bd3d63c181d0a45e2801a557f0952f42721cf85708eb2,651b55081a21d91a315a4e071283ca983301c5aa9e53403bf78f0a04d9238c53
G06,ROB_G06_R70,0.1,two_camp_severe,1,0.7,70,63,27,ASGC,0.16183019519855324,2.64603888971352,0.06092437700513136,0.009156577894336429,0.4997348326194841,0,e4814e8f87c33f6deaa9ecb7b53a56cba16338f6af3525cf7aa28caa90a69716,651b55081a21d91a315a4e071283ca983301c5aa9e53403bf78f0a04d9238c53
G07,ROB_G07_R40,0.1,minority_outlier,0,0.4,40,36,54,Raw-GAT,0.16748094796368435,4.87118385036903,0.08819123951063186,0.0024178342257457,0.5763569214000902,0,36adfc6eaf9917a1f0dc4d168967b034a825bedbc375d491d3bdd0b51eec5c4f,386022f2b92324fcb515f68583b6f252d02ffab9b03848c5f99e0166d97e3617
G07,ROB_G07_R40,0.1,minority_outlier,0,0.4,40,36,54,GlobalMean,0.15797765814894701,4.4659475398834685,0.08562581796609231,0.0018621258320301547,0.5763569214000902,0,c90ab8d2f5b156a07d9eb2266d70e4346485e9fa18c4fd03fd9e6fe38f929a8f,386022f2b92324fcb515f68583b6f252d02ffab9b03848c5f99e0166d97e3617
G07,ROB_G07_R40,0.1,minority_outlier,0,0.4,40,36,54,NodeMean,0.14312707940020689,3.3978075159510452,0.06441364686315819,0.0013819947526228424,0.5763569214000902,0,db657153195b70a34745352890b19951887f7a108850ea79d4db37a89c67c9ab,386022f2b92324fcb515f68583b6f252d02ffab9b03848c5f99e0166d97e3617
G07,ROB_G07_R40,0.1,minority_outlier,0,0.4,40,36,54,ASGC,0.16748094796368435,2.8659930965957297,0.053550144918017684,0.002292008814383666,0.5763569214000902,0,36adfc6eaf9917a1f0dc4d168967b034a825bedbc375d491d3bdd0b51eec5c4f,386022f2b92324fcb515f68583b6f252d02ffab9b03848c5f99e0166d97e3617
G07,ROB_G07_R55,0.1,minority_outlier,0,0.55,55,50,40,Raw-GAT,0.16045808908706868,4.126638075818983,0.08156339745390453,0.0012336836993567437,0.57950517586224,0,de2620719668d745fb7e7621a15b377aad1f56ad00168284a50ca1c6ffb84e59,9710a1a99889fa29e58aa9c3573262a2af2cd3d7de2471856725811fe6d7a6be
G07,ROB_G07_R55,0.1,minority_outlier,0,0.55,55,50,40,GlobalMean,0.1572264434291842,3.8233929206500936,0.07040341611194004,0.001560309552818065,0.57950517586224,0,8e6b79f643f2adc1dcbc1ca916bc3e1af4d22e1c2d30133a05204ea615165a16,9710a1a99889fa29e58aa9c3573262a2af2cd3d7de2471856725811fe6d7a6be
